survey	recording_givid	user_reference	var	var_code	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit
HT3260	IV2020092312000035	ZwaBe_03_20200819	diepte snelheidsbepaling	SDiep	0,4	0.4	0	0	1	m
HT3260	IV2020092312000035	ZwaBe_03_20200819	dominant oeverprofiel lo	profl	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	dominant oeverprofiel ro	profr	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	grootte grootste vlek	MaxGr	0	0	0	0	1	m²
HT3260	IV2020092312000035	ZwaBe_03_20200819	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	lengte	Lang	100	100	0	0	1	m
HT3260	IV2020092312000035	ZwaBe_03_20200819	manier waarop de opname gemaakt is	wijze	harkend in het water lo	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2020092312000035	ZwaBe_03_20200819	schaduw boom en struik	schab	<1	1	1	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	slibdikte	Slib	0,3	0.3	0	0	1	m
HT3260	IV2020092312000035	ZwaBe_03_20200819	som van vlekken	Som	0	0	0	0	1	m²
HT3260	IV2020092312000035	ZwaBe_03_20200819	stroomsnelheid	SStr	0,066	0.066	0	0	1	m/s
HT3260	IV2020092312000035	ZwaBe_03_20200819	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	submerse vegetatie frequent	sv_2	100	100	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	submerse vegetatie schaars	sv_1	0	0	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	totale bedekking	TOT	100	100	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2020092312000035	ZwaBe_03_20200819	verstoring eutrofiëringsindicatoren	veui	80	80	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	verstoring helofyten	vhel	25	25	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	verstoring invasieve exoten	viex	1	1	0	0	1	%
HT3260	IV2020092312000035	ZwaBe_03_20200819	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	artificiële structuren	artif	breuksteen	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	breedte	Breed	31	31	0	0	1	m
HT3260	IV2020092312000036	Maas_30_20200820	diepte	Diep	0,9	0.9	0	0	1	m
HT3260	IV2020092312000036	Maas_30_20200820	diepte snelheidsbepaling	SDiep	0,4	0.4	0	0	1	m
HT3260	IV2020092312000036	Maas_30_20200820	dominant oeverprofiel lo	profl	kunstmatig: minder dan 45°	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	grootte grootste vlek	MaxGr	1	1	0	0	1	m²
HT3260	IV2020092312000036	Maas_30_20200820	helderheid van de waterkolom	turbi	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	lengte	Lang	100	100	0	0	1	m
HT3260	IV2020092312000036	Maas_30_20200820	manier waarop de opname gemaakt is	wijze	harkend in het water lo	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2020092312000036	Maas_30_20200820	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	secchi-diepte	SeccX	>1,2	1.2	0	1	1	m
HT3260	IV2020092312000036	Maas_30_20200820	slibdikte	Slib	0	0	0	0	1	m
HT3260	IV2020092312000036	Maas_30_20200820	som van vlekken	Som	3	3	0	0	1	m²
HT3260	IV2020092312000036	Maas_30_20200820	stroomsnelheid	SStr	0,021	0.021	0	0	1	m/s
HT3260	IV2020092312000036	Maas_30_20200820	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	submerse vegetatie frequent	sv_2	100	100	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	submerse vegetatie schaars	sv_1	0	0	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	totale bedekking	TOT	5	5	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	verstoring eutrofiëringsindicatoren	veui	1	1	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	verstoring helofyten	vhel	2	2	0	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2020092312000036	Maas_30_20200820	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	artificiële structuren	artif	breuksteen	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	breedte	Breed	27	27	0	0	1	m
HT3260	IV2020092312000037	Maas_33_20200820	diepte	DiepX	>1,5	1.5	0	1	1	m
HT3260	IV2020092312000037	Maas_33_20200820	dominant oeverprofiel lo	profl	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	grootte grootste vlek	MaxGr	3	3	0	0	1	m²
HT3260	IV2020092312000037	Maas_33_20200820	helderheid van de waterkolom	turbi	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	lengte	Lang	100	100	0	0	1	m
HT3260	IV2020092312000037	Maas_33_20200820	manier waarop de opname gemaakt is	wijze	harkend in het water lo	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	manier waarop de opname gemaakt is	wijze	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2020092312000037	Maas_33_20200820	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	secchi-diepte	SeccX	>1,5	1.5	0	1	1	m
HT3260	IV2020092312000037	Maas_33_20200820	slibdikte	Slib	0	0	0	0	1	m
HT3260	IV2020092312000037	Maas_33_20200820	som van vlekken	Som	7	7	0	0	1	m²
HT3260	IV2020092312000037	Maas_33_20200820	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	submerse vegetatie frequent	sv_2	100	100	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	submerse vegetatie schaars	sv_1	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	totale bedekking	TOT	5	5	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	verstoring eutrofiëringsindicatoren	veui	2	2	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	verstoring helofyten	vhel	3	3	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2020092312000037	Maas_33_20200820	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	breedte	Breed	27	27	0	0	1	m
HT3260	IV2020092312000038	Maas_40_20200820	diepte	Diep	0,9	0.9	0	0	1	m
HT3260	IV2020092312000038	Maas_40_20200820	diepte snelheidsbepaling	SDiep	0,4	0.4	0	0	1	m
HT3260	IV2020092312000038	Maas_40_20200820	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	grootte grootste vlek	MaxGr	0,25	0.25	0	0	1	m²
HT3260	IV2020092312000038	Maas_40_20200820	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	lengte	Lang	100	100	0	0	1	m
HT3260	IV2020092312000038	Maas_40_20200820	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2020092312000038	Maas_40_20200820	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	slibdikte	Slib	0	0	0	0	1	m
HT3260	IV2020092312000038	Maas_40_20200820	som van vlekken	Som	1	1	0	0	1	m²
HT3260	IV2020092312000038	Maas_40_20200820	stroomsnelheid	SStr	0,207	0.207	0	0	1	m/s
HT3260	IV2020092312000038	Maas_40_20200820	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	submerse vegetatie schaars	sv_1	100	100	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	totale bedekking	TOT	40	40	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	verstoring eutrofiëringsindicatoren	veui	35	35	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	verstoring helofyten	vhel	5	5	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2020092312000038	Maas_40_20200820	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	artificiële structuren	artif	breuksteen	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	breedte	Breed	31	31	0	0	1	m
HT3260	IV2020092312000039	Maas_41_20200820	diepte	DiepX	>1,3	1.3	0	1	1	m
HT3260	IV2020092312000039	Maas_41_20200820	diepte snelheidsbepaling	SDiep	0,6	0.6	0	0	1	m
HT3260	IV2020092312000039	Maas_41_20200820	dominant oeverprofiel lo	profl	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	grootte grootste vlek	MaxGr	1	1	0	0	1	m²
HT3260	IV2020092312000039	Maas_41_20200820	helderheid van de waterkolom	turbi	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	lengte	Lang	100	100	0	0	1	m
HT3260	IV2020092312000039	Maas_41_20200820	manier waarop de opname gemaakt is	wijze	harkend in het water lo	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	manier waarop de opname gemaakt is	wijze	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2020092312000039	Maas_41_20200820	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	secchi-diepte	SeccX	>1,3	1.3	0	1	1	m
HT3260	IV2020092312000039	Maas_41_20200820	slibdikte	Slib	0	0	0	0	1	m
HT3260	IV2020092312000039	Maas_41_20200820	som van vlekken	Som	3	3	0	0	1	m²
HT3260	IV2020092312000039	Maas_41_20200820	stroomsnelheid	SStr	0,001	0.001	0	0	1	m/s
HT3260	IV2020092312000039	Maas_41_20200820	submerse vegetatie afwezig	sv_0	0	0	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	submerse vegetatie frequent	sv_2	100	100	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	submerse vegetatie schaars	sv_1	0	0	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	totale bedekking	TOT	10	10	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	verstoring eutrofiëringsindicatoren	veui	5	5	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	verstoring helofyten	vhel	5	5	0	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2020092312000039	Maas_41_20200820	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	breedte	Breed	2,00	2	0	0	1	m
HT3260	IV2021082512000000	Stiemer_03_20210705	diepte	Diep	0,20	0.2	0	0	1	m
HT3260	IV2021082512000000	Stiemer_03_20210705	diepte snelheidsbepaling	SDiep	0,1	0.1	0	0	1	m
HT3260	IV2021082512000000	Stiemer_03_20210705	dominant oeverprofiel lo	profl	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	dominant oeverprofiel ro	profr	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	grootte grootste vlek	MaxGr	10	10	0	0	1	m²
HT3260	IV2021082512000000	Stiemer_03_20210705	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2021082512000000	Stiemer_03_20210705	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2021082512000000	Stiemer_03_20210705	schaduw boom en struik	schab	5	5	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	schaduw oevervegetatie	schao	0	0	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2021082512000000	Stiemer_03_20210705	som van vlekken	Som	40	40	0	0	1	m²
HT3260	IV2021082512000000	Stiemer_03_20210705	stroomsnelheid	SStr	0,321	0.321	0	0	1	m/s
HT3260	IV2021082512000000	Stiemer_03_20210705	submerse vegetatie afwezig	sv_0	10	10	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	submerse vegetatie frequent	sv_2	30	30	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	submerse vegetatie schaars	sv_1	60	60	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	totale bedekking	TOT	20	20	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2021082512000000	Stiemer_03_20210705	vegetatievlekken > 1 - 5 m²	1-5	5	5	0	0	1	count
HT3260	IV2021082512000000	Stiemer_03_20210705	vegetatievlekken > 10 - 50 m²	11-50	0	0	0	0	1	count
HT3260	IV2021082512000000	Stiemer_03_20210705	vegetatievlekken > 5 - 10 m²	5-10	5	5	0	0	1	count
HT3260	IV2021082512000000	Stiemer_03_20210705	verstoring eutrofiëringsindicatoren	veui	<1	1	1	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	verstoring helofyten	vhel	<1	1	1	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2021082512000000	Stiemer_03_20210705	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	breedte	Breed	1,80	1.8	0	0	1	m
HT3260	IV2021082512000001	Dommel_13_20210705	diepte	Diep	0,40	0.4	0	0	1	m
HT3260	IV2021082512000001	Dommel_13_20210705	diepte snelheidsbepaling	SDiep	0,2	0.2	0	0	1	m
HT3260	IV2021082512000001	Dommel_13_20210705	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	dominant oeverprofiel ro	profr	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	grof organisch materiaal	orgma	geen grof materiaal	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	grootte grootste vlek	MaxGr	0,05	0.05	0	0	1	m²
HT3260	IV2021082512000001	Dommel_13_20210705	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2021082512000001	Dommel_13_20210705	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2021082512000001	Dommel_13_20210705	schaduw boom en struik	schab	0	0	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	schaduw oevervegetatie	schao	20	20	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2021082512000001	Dommel_13_20210705	som van vlekken	Som	0,05	0.05	0	0	1	m²
HT3260	IV2021082512000001	Dommel_13_20210705	stroomsnelheid	SStr	0,208	0.208	0	0	1	m/s
HT3260	IV2021082512000001	Dommel_13_20210705	submerse vegetatie afwezig	sv_0	80	80	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	submerse vegetatie schaars	sv_1	20	20	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	totale bedekking	TOT	95	95	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	vegetatievlekken =< 1 m²	<1	1	1	0	0	1	count
HT3260	IV2021082512000001	Dommel_13_20210705	verstoring eutrofiëringsindicatoren	veui	<1	1	1	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	verstoring helofyten	vhel	95	95	0	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	verstoring invasieve exoten	viex	<1	1	1	0	1	%
HT3260	IV2021082512000001	Dommel_13_20210705	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	artificiële structuren	artif	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	breedte	Breed	1,40	1.4	0	0	1	m
HT3260	IV2021082512000002	GieBe_05_20210705	diepte	Diep	0,25	0.25	0	0	1	m
HT3260	IV2021082512000002	GieBe_05_20210705	diepte snelheidsbepaling	SDiep	0,1	0.1	0	0	1	m
HT3260	IV2021082512000002	GieBe_05_20210705	dominant oeverprofiel lo	profl	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	dominant oeverprofiel ro	profr	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	grof organisch materiaal	orgma	dikke takken / stam	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	grof organisch materiaal	orgma	twijgjes	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	grootte grootste vlek	MaxGr	0	0	0	0	1	m²
HT3260	IV2021082512000002	GieBe_05_20210705	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2021082512000002	GieBe_05_20210705	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2021082512000002	GieBe_05_20210705	schaduw boom en struik	schab	25	25	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	schaduw oevervegetatie	schao	<1	1	1	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2021082512000002	GieBe_05_20210705	som van vlekken	Som	0	0	0	0	1	m²
HT3260	IV2021082512000002	GieBe_05_20210705	stroomsnelheid	SStr	0,047	0.047	0	0	1	m/s
HT3260	IV2021082512000002	GieBe_05_20210705	submerse vegetatie afwezig	sv_0	95	95	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	submerse vegetatie schaars	sv_1	5	5	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	totale bedekking	TOT	60	60	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	vegetatievlekken =< 1 m²	<1	0	0	0	0	1	count
HT3260	IV2021082512000002	GieBe_05_20210705	verstoring eutrofiëringsindicatoren	veui	<1	1	1	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	verstoring helofyten	vhel	60	60	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2021082512000002	GieBe_05_20210705	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	artificiële structuren	artif	duiker	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	breedte	Breed	2,00	2	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	diepte	Diep	0,17	0.17	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	diepte snelheidsbepaling	SDiep	0,1	0.1	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	dominant oeverprofiel lo	profl	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	dominant oeverprofiel ro	profr	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	grootte grootste vlek	MaxGr	0,2	0.2	0	0	1	m²
HT3260	IV2021082512000003	WarBe_06_20210705	helderheid van de waterkolom	turbi	bodemzicht	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	lengte	Lang	100,00	100	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	lengte duiker	Duik	8	8	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	manier waarop de opname gemaakt is	wijze	wadend	NA	0	0	0	class
HT3260	IV2021082512000003	WarBe_06_20210705	schaduw boom en struik	schab	15	15	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	schaduw oevervegetatie	schao	5	5	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	slibdikte	Slib	0,00	0	0	0	1	m
HT3260	IV2021082512000003	WarBe_06_20210705	som van vlekken	Som	0,2	0.2	0	0	1	m²
HT3260	IV2021082512000003	WarBe_06_20210705	stroomsnelheid	SStr	0,369	0.369	0	0	1	m/s
HT3260	IV2021082512000003	WarBe_06_20210705	submerse vegetatie afwezig	sv_0	90	90	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	submerse vegetatie frequent	sv_2	0	0	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	submerse vegetatie opgevuld	sv_3	0	0	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	submerse vegetatie schaars	sv_1	10	10	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	totale bedekking	TOT	10	10	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	vegetatievlekken =< 1 m²	<1	1	1	0	0	1	count
HT3260	IV2021082512000003	WarBe_06_20210705	verstoring eutrofiëringsindicatoren	veui	1	1	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	verstoring helofyten	vhel	10	10	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	verstoring invasieve exoten	viex	0	0	0	0	1	%
HT3260	IV2021082512000003	WarBe_06_20210705	waterpeil	peil	normaal	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	artificiële structuren	artif	duiker	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	beheer	beh	geen beheer gekend	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	breedte	Breed	3,60	3.6	0	0	1	m
HT3260	IV2021082512000004	KlHGr_06_20210706	diepte	Diep	0,80	0.8	0	0	1	m
HT3260	IV2021082512000004	KlHGr_06_20210706	diepte snelheidsbepaling	SDiep	0,4	0.4	0	0	1	m
HT3260	IV2021082512000004	KlHGr_06_20210706	dominant oeverprofiel lo	profl	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	dominant oeverprofiel ro	profr	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	grof organisch materiaal	orgma	bladeren	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	grof organisch materiaal	orgma	takken	NA	0	0	0	class
HT3260	IV2021082512000004	KlHGr_06_20210706	grootte grootste vlek	MaxGr	7	7	0	0	1	m²
